Name,Total Score,Process Method,Cultivar,Farm_Gate,Uniformity,Fragrance,Wet Aroma,Brightness,Flavor,Body_1,Finish,Sweetness,Clean Cup,Complexity,Berry,Floral,Sugars,Caramel,Citrus,Nuts,Rustic,Spice,Honey,Body_2,Region,Drying Method,Roast Recommendations,Website,instock
Peru El Diamante Roger Chilcon,87.4,Wet Process (Washed),Caturra Types,Yes,8.5,8.5,8.7,8.6,8.7,9,8.6,8.7,8.5,8.6,0,0,3.5,2,0,1.5,0,2,2,4,"El Diamante, San Jose de Lourdes",Patio Sun-Dried,City to Full City+ - very versatile coffee,https://www.sweetmarias.com/peru-el-diamante-roger-chilcon-7470.html,0
Peru Organic Comité San Ignacio,86.5,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",No,8.5,8.3,8.6,8.2,8.5,8.8,8.4,8.5,8.5,8.2,0,0,3,2,0,2,0,0,0,4,San Ignacio,Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/peru-organic-comite-san-ignacio-7459.html,0
Peru Organic Cunyas Quispe,85.5,Wet Process (Washed),Modern Hybrids,Yes,8.5,8.2,8.3,7.5,8.2,9,8.2,8.1,8.2,7.8,0,0,2.5,2.5,0,3,2,0,0,4,"Alto Pitocuna, Rio Negro, Junin",Patio Sun-Dried,Full City to French,https://www.sweetmarias.com/peru-organic-cunyas-quispe-7479.html,0
Peru Organic Martin Tiberio García,86.2,Wet Process (Washed),Modern Hybrids,Yes,8.5,8.2,8.5,7.8,8.3,8.8,8.3,8.3,8.5,8,0,0,3,2,0,2,0,0,0,4,"Rio Tambo, Satipo, Junin",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/peru-organic-martin-tiberio-garcia-7478.html,0
Peru Pichanaki Alex Gómez,86.1,Wet Process (Washed),Bourbon Types,Yes,8.5,8.2,8.5,7.6,8.3,8.8,8,8.2,8.3,7.7,0,0,2.5,2,0,2.5,1,0,0,4,"Monte Sinaí, Rio Tambo",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/peru-pichanaki-alex-gomez-7484.html,0
Peru Pitocuna Alejandro Huisa,86.5,Wet Process (Washed),Modern Hybrids,Yes,8.5,8.2,8.5,8,8.4,9,8.2,8.3,8.5,7.9,0,0,2.5,2.5,1,2.5,0,0,0,4,"Alto Pitocuna, Junin Province",Covered Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/peru-pitocuna-alejandro-huisa-7481.html,0
Peru Yapaz Arnulfo Meza,86,Wet Process (Washed),"Typica Types, Modern Hybrids",Yes,8.5,8,8.4,7.5,8.2,9.5,8,8.2,8.2,7.5,0,0,2.5,1,0,2,1,0,0,5,"San Francisco Yapaz, San Luis de Shuaro, Chanchamayo",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/peru-yapaz-arnulfo-meza-7482.html,0
Sweet Maria's French Roast Blend,85.4,Varies,Varies,No,8,7.8,8.4,6,8,9.2,8,6,7.5,8.5,1,0,3,3,1,1,2,,0,5,,Sun- and Machine-dried,"I like this blend best roasted to the point where 2nd crack slows, but has not yet ended. Roast to the absolute end of 2nd crack, and you might as well be drinking roasted radish. I believe strongly in a 24 hour resting period for darker roasts.",https://www.sweetmarias.com/sweet-maria-s-french-roast-blend.html,0
Green Coffee Decaf Sample Set- 4 Pounds,,,,No,,7.8,,,8,,,,,,,,,,,,,,,5,,,,https://www.sweetmarias.com/catalog/product/view/id/27841/s/green-coffee-decaf-sample-set-4-pounds-2/category/4/,0
"10 lbs. ""XL"" Ethiopia Process Method Set",,"Wet Process (Washed), and Dry Process (Natural)",Heirloom Types,Yes,,7.8,,,8,,,,,,,,,,,,,,,5,"Guji Zone, and Limu, Ethiopia",Raised Bed Sun Dried,,https://www.sweetmarias.com/10-lb-xl-ethiopia-process-method-set.html,1
Burundi Dry Process Gahahe,90.2,Dry Process (Natural),Bourbon Types,Yes,8.5,9,9,8.5,9.1,9,8.7,8.7,8.5,9.2,3,0,3,1.5,0,0,0.5,2.5,0,4,Kayanza Province,Raised Bed Sun-Dried,City to Full City,https://www.sweetmarias.com/burundi-dry-process-gahahe-7884.html,1
Burundi Dry Process Murambi,90,Dry Process (Natural),Bourbon Types,Yes,8.5,8.8,9,8.3,9.1,9.5,8.5,8.7,8.3,9.3,3,0,3,0,0,0,1,0,0,4.5,"Murambi Hill, Kiganda",Raised Bed Sun Dried,City to Full City+,https://www.sweetmarias.com/burundi-dry-process-murambi-7939.html,1
Burundi Honey Process Kibingo,88,Honey Process,Bourbon Types,Yes,8.5,8.5,8.7,8.7,8.8,9,8.2,8.8,8,8.8,1.5,0,3,2.5,2.5,0,2,2,3,4,Kayanza Province,Raised Bed Sun Dried,City to Full City+,https://www.sweetmarias.com/burundi-honey-process-kibingo-7531.html,1
Burundi Kayanza Gakenke,89.3,Wet Process (Washed),Bourbon Types,Yes,8.5,8.8,9,8.7,9,8.5,9,8.8,9,9,0,0,3.5,1,2,0,0,2.5,2,3.5,"Gakenke, Kayanza Province",Raised Bed Sun-dried,City to Full City,https://www.sweetmarias.com/burundi-kayanza-gakenke-7879.html,1
Burundi Kayanza Nemba,90,Wet Process (Washed),Bourbon Types,Yes,8.5,9,9.2,8.7,9.2,8.5,9,8.8,9,9.1,0,1,4,1,2,0,0,3,0,3.5,Kayanza Province,Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/burundi-kayanza-nemba-7881.html,1
Ethiopia Bensa Hamasho Station,92.3,Wet Process (Washed),Heirloom Types,Yes,9.5,9.2,9.4,9,9.3,8.2,9.2,9,9,9.5,0,3,3,0,2,0,0,2.5,0,3,"Hamasho Village, Bensa, Sidama",Raised Bed Sun Dried,City to City+,https://www.sweetmarias.com/ethiopia-bensa-hamasho-station-7706.html,1
Ethiopia Dry Process Benti Nenka,92,Dry Process (Natural),Heirloom Types,Yes,8.5,9.1,9.4,8.6,9.4,8.5,9.5,9,8.5,9.5,3,3,3,0,2.5,0,0.5,0,0,3.5,"Benti Nenka, Hambela Wamena, Guji",Raised Bed Sun-Dried,City to Full City,https://www.sweetmarias.com/ethiopia-dry-process-benti-nenka-7618.html,1
Ethiopia Dry Process Fitsume,91.6,Dry Process (Natural),Heirloom Types,Yes,8.5,9,9.5,8.5,9.4,9,9,9,8.2,9.5,0,1,3,0,1.5,0,1.5,2,0,4,"Gerba Doku, Bule Hora, Guji Zone",Raised Bed Sun-Dried,City to Full City,https://www.sweetmarias.com/ethiopia-dry-process-fitsume-7712.html,1
Ethiopia Dry Process Senna Katta Mountain,90,Dry Process (Natural),Heirloom Types,Yes,8,8.8,9,8.7,9,9.3,8,9,8,9.2,3,2,3.5,0,1.5,0,2,0,0,4,"Limmu Kossa, Jimma",Raised Bed Sun Dried,City to Full City+,https://www.sweetmarias.com/ethiopia-dry-process-senna-katta-mountain-7787.html,1
Ethiopia Dry Process Sidama Bombe,92.4,Dry Process (Natural),Heirloom Types,Yes,8.2,9.3,9.5,9,9.5,9,9.2,9,8,9.7,4,2.5,3,0,2,0,1,2,0,4,"Bombe Village, Sidama",Raised Bed Sun-Dried,City to Full City - take care roasting dark as the small beans can roast faster than the others when taken too fast,https://www.sweetmarias.com/ethiopia-dry-process-sidama-bombe-7709.html,1
Ethiopia Dry Process Sidama Shantawene,92,Dry Process (Natural),Heirloom Types,Yes,8.5,9.2,9.5,8.8,9.3,8.7,9.3,9,8.5,9.7,4,2,3,0,2,0,1,0,0,3.5,"Shantawene, Sidama",Raised Bed Sun-Dried,City to City+,https://www.sweetmarias.com/ethiopia-dry-process-shantawene-7708.html,1
Ethiopia Guji Hambela Dabaye,91.5,Wet Process (Washed),Heirloom Types,Yes,9,9,9.3,9,9.2,8.3,9,9,8.5,9.2,1,2.5,3.5,0,2.5,0,0,0,2.5,3,"Dame Dabaye, Hambela Wamena, Guji",Raised Bed Sun-Dried,City to City+,https://www.sweetmarias.com/ethiopia-guji-hambela-dabaye-7702.html,1
Ethiopia Kayon Guji Genet,92.3,Wet Process (Washed),Heirloom Types,Yes,9,9.3,9.5,9,9.3,8.8,9.3,9.3,9.5,9.3,0,3.5,3.5,0,1,0,0,0,0,3.5,"Kebele Genet, Hambela Wamena, Guji Zone",Raised Bed Sun Dried,City to City+,https://www.sweetmarias.com/ethiopia-kayon-guji-genet-7621.html,1
Ethiopia Organic Agaro Kenisa,89.6,Wet Process (Washed),Heirloom Types,Yes,9,8.7,8.9,8.5,8.8,9,8.6,8.8,8.3,9,1.5,1,3.5,2,2,0,1,2,3,4,Agaro,Raised Bed Sun-Dried,City to Full City+,https://www.sweetmarias.com/ethiopia-organic-agaro-kenisa-7697.html,1
Ethiopia Uraga Gogogu,92,Wet Process (Washed),Heirloom Types,Yes,9,9.3,9.5,9,9.4,8.3,9.2,9.3,9,9.5,2,3.5,3,0,2.5,0,0.5,2,0,3,"Wate Gogogu, Uraga Woreda, Guji Zone",Raised Bed Sun-Dried,City to City+,https://www.sweetmarias.com/ethiopia-uraga-gogogu-7624.html,1
Kenya Embu Ngerwe AA,92.1,Wet Process Kenya Type,Bourbon Types,Yes,9.5,9.3,9.5,9.5,9.3,8.2,9,9,8.5,9.3,1,0,3,0,3,0,0,2.5,0,3,Embu County,Raised Bed Sun-Dried,City to City+ - keep this one light and bright,https://www.sweetmarias.com/kenya-embu-ngerwe-aa-7606.html,1
Kenya Kirinyaga Gikirima AB,91.4,Wet Process (Washed),Bourbon Types,Yes,9,9,9.3,9.3,9.2,8.6,9.1,9,9,9.4,2,0,3.5,0,2.5,0,0,2.5,0,3.5,"Kibugu, Embu",Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/kenya-kirinyaga-gikirima-ab-7609.html,1
Kenya Kirinyaga Nguguini AA,91,Wet Process (Washed),Bourbon Types,Yes,9,9,9.2,9.2,9.1,9,9,9,8.8,9.2,2.5,0,3,0,2.5,0,0,0,0,3.5,Kirinyaga,Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/kenya-kirinyaga-ngunguini-aa-7634.html,1
Kenya Nyeri Gichathaini AB,91.5,Wet Process Kenya Type,Bourbon Types,Yes,9,9.2,9,9.3,9.3,8.5,9.5,8.7,9,9.5,2,0,3,0,3,0,0,3.5,0,3.5,"Karatina, Nyeri",Raised Bed Sun-Dried,City to Full City,https://www.sweetmarias.com/kenya-nyeri-gichathaini-ab-7727.html,1
Kenya Nyeri Igutha AB,92.3,Wet Process Kenya Type,Bourbon Types,Yes,8.3,9.2,9.3,9.5,9.4,8.8,9.3,9.2,9.5,9.3,2,1.5,3,0,3,0,0,1.5,0,4,"Giathigu, Mukurweini District, Nyeri",Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/kenya-nyeri-igutha-ab-7729.html,1
Kenya Nyeri Rukira AB,91.6,Wet Process (Washed),Bourbon Types,Yes,9,9,9.2,9.2,9.3,8.7,9.2,9,9.2,9.3,2,0,3.5,0,2.5,0,0,2.5,0,3.5,"Rukira, Nyeri",Raised Bed Sun Dried,City to City+,https://www.sweetmarias.com/kenya-nyeri-rukira-ab-7642.html,1
Kenya Thika Karatu AB,90.5,Wet Process (Washed),Bourbon Types,Yes,9,9,8.9,9,9,8.7,8.8,9,9,9.1,0,0,4,0,1,0,0,3,0,3.5,"Thika, Kiambu",Raised Bed Sun-Dried,City to City+,https://www.sweetmarias.com/kenya-thika-karatu-ab-7728.html,1
Latest Additions Coffee Set,,Various Process Methods (See Reviews),Varies,Yes,,9,,,9,,,,,,,,,,,,,,,3.5,"Africa, Central America, South America, Indonesia & SE Asia",,,https://www.sweetmarias.com/latest-additions-coffee-set.html,1
Papua New Guinea Dry Process Baroida,89.1,Dry Process (Natural),"Bourbon Types, Typica Types",Yes,8.5,8.5,8.7,8.4,8.8,9.3,8.2,8.5,7.7,9.5,3,0,3.5,0,0,0,2,0,0,4.5,"Baroida, Aiyura, Kianantu District",Raised Bed Sun-Dried,City to Full City+,https://www.sweetmarias.com/papua-new-guinea-dry-process-baroida-7888.html,1
Papua New Guinea Kainantu Ramu,89,Wet Process (Washed),Bourbon Types,Yes,8.5,9,9.2,9.2,9,8.8,8.3,8.8,8,9.2,2.5,0,3,0,2.5,0,1.5,0,3,4,Kainantu,Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/papua-new-guinea-kainantu-ramu-7886.html,1
Rwanda Dry Process Kageyo,89,Wet Process (Washed),Bourbon Types,Yes,8.3,8.7,9,8.5,9,8.8,8.5,8.7,8.5,9,2,0,3,0,0,0,0.5,2,0,4,Ngororero District,Raised Bed Sun-Dried,City to Full City+,https://www.sweetmarias.com/rwanda-dry-process-kageyo-7841.html,1
Rwanda Gitwe Peaberry,89.1,Wet Process (Washed),Bourbon Types,Yes,8.5,8.7,8.9,8.8,9,8.7,9,9,9,9,2,0,4,0,2,0,0,3,0,3.5,"Nyamasheke, Western Province",Raised Bed Sun-Dried,City to City+,https://www.sweetmarias.com/rwanda-gitwe-peaberry-7867.html,1
Rwanda Karongi Gitesi,89.3,Wet Process (Washed),Bourbon Types,Yes,8.5,8.7,9,8.8,9,8.5,9,8.9,9,8.9,1,0,4,0,1.5,0,0,2,0,3.5,Karongi,Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/rwanda-karongi-gitesi-7838.html,1
Rwanda Ngororero,89.6,Wet Process (Washed),Bourbon Types,Yes,8.5,9,9,8.8,9,8.8,9,9,9,9,1,0,4,2,0,0,0,2,2,4,"Ngororero Town, Ngororero District",Raised Bed Sun-Dried,City to Full City+,https://www.sweetmarias.com/rwanda-ngororero-7844.html,1
Rwanda Rubavu Rwinyoni,88,Wet Process (Washed),Bourbon Types,Yes,8.5,8.7,8.8,8.7,8.8,8.8,8.5,8.7,8.2,8.8,0,0,3.5,3,0,0,1,2,1.5,4,"Rubavu, Lake Kivu",Raised Bed Sun-Dried,City to Full City+,https://www.sweetmarias.com/rwanda-rubavu-rwinyoni-7490.html,1
Rwanda Rulindo Tumba,90.2,Wet Process (Washed),Bourbon Types,Yes,8.5,9,9,8.9,9.1,8.6,9,9,9,9.1,2,0.5,3.5,2,2,0,0,2.5,3,3.5,"Tumba Town, Rulindo District, Northern Province",Raised Bed Sun Dried,City to Full City+,https://www.sweetmarias.com/rwanda-rulindo-tumba-7835.html,1
SPECIAL DEAL! Ethiopia Organic Gera Genji Challa,91,Wet Process (Washed),Heirloom Types,Yes,9,9,9,9,9.3,9,9,9,9,9.2,0,2,2,0,2.5,0,0,2,4,4,"Gera, Jimma",Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/ethiopia-organic-gera-genji-challa-7698.html,1
Yemen Al Qafr Hawari,87.4,Dry Process (Natural),Heirloom Types,Yes,8,7.5,8.5,7.5,8.7,1,7.5,8.4,7.5,9.3,0,0,3,3,0,2.5,3,1,0,5,"Hawari, Al Qafr District",Patio Sun-Dried,City+ to Vienna,https://www.sweetmarias.com/yemen-al-qafr-hawari-7568.html,1
Sweet Maria's 10 Speed Blend,88.2,"Wet Process, and Honey Process",Varies,Yes,9,8.5,8.7,8.7,8.8,9,8.5,9,8.5,8.5,1,0,3.5,2.5,1.5,0,0,1,1,4,"Latin America, East Africa",Patio and Raised Bed Sun-Dried,City to Full City+ ,https://www.sweetmarias.com/sweet-marias-10-speed-blend-7834.html,1
"10 lbs. ""XL"" Guatemala Coffee Set",,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,,8.5,,,8.8,,,,,,,,,,,,,,,4,"Huehuetenango, Guatemala",Patio Sun-Dried,Very versatile coffees,https://www.sweetmarias.com/10-lbs-xl-guatemala-coffee-set.html,1
Costa Rica Dry Process Santa Cruz,87.5,Dry Process (Natural),"Caturra Types, Modern Hybrids",Yes,8,8.5,8.7,8.3,8.6,9,7.8,8.5,7.8,9.3,3,0,3,0,1,0,2.5,0,0,4,Santa Cruz,Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/costa-rica-dry-process-santa-cruz-7738.html,1
Costa Rica Honey Process Hacienda Sonora,87.6,Yellow Honey Process,Modern Hybrids,Yes,9,8.5,8.7,8.5,8.7,9.2,8.5,8.5,8.5,8.5,1,0,3.5,1,1,0,0,1,0,4,"Alajuela, Central Valley",Raised Bed Sun-Dried,City to Full City+,https://www.sweetmarias.com/costa-rica-honey-process-hacienda-sonora-7740.html,1
Costa Rica Red Honey La Guaria,87.2,Red Honey Process,Caturra Types,Yes,8.5,8.4,8.6,8.6,8.5,9,8.3,8.3,8.5,8.5,1.5,0,3,1.5,1.5,0,0,1.5,0,4,"Los Santos, San Marcos, Tarrazu",Raised Bed Sun-Dried,City to Full City+,https://www.sweetmarias.com/costa-rica-red-honey-la-guaria-7737.html,1
Costa Rica Yellow Honey La Union,88,Yellow Honey Process,"Caturra Types, Modern Hybrids",Yes,9,8.6,8.7,8.7,8.8,8.7,8.7,8.5,8.5,8.8,0,0,3,0,2,0,0,1.5,3,4,"Heredia, Centra Valley",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/costa-rica-yellow-honey-la-union-7687.html,1
Guatemala Antigua Carmona Pulcal,87.6,Wet Process (Washed),Bourbon Types,Yes,8.5,8.4,8.7,8.5,8.7,9,8.4,8.7,8.5,8.2,0,0,3.5,0,1,1,0,0,2.5,3.5,Antigua,Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/guatemala-antigua-carmona-pulcal-7656.html,1
Guatemala Carmen Amelia Robusta,85.8,Wet Process (Washed),Robusta,No,9,7,7.3,6,7.5,1,7,7,7,1,0,0,1,1,0,2.5,5,1,0,5,San Marcos & Retalhuleu Municipalities,Patio Sun-Dried,Full City+ to French,https://www.sweetmarias.com/guatemala-carmen-amelia-robusta-7819.html,1
Guatemala Huehuetenango Boqueroncito,87.8,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types",Yes,8.5,8.5,8.7,8.6,8.7,9,8.5,8.7,8.5,8.6,1,0,3.5,3,1,0,0,1,1.5,4,"Cuilco, Huehuetenango",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/guatemala-huehuetenango-boqueroncito-7581.html,1
Guatemala Libertad Punta del Cerro,87.3,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.6,8.7,8.4,8.7,9,8.5,8.7,8.5,8.7,0,0,2.5,3.5,0,2,0,1,0,4,"La Libertad, Huehuetenango",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/guatemala-libertad-punta-del-cerro-7790.html,1
Guatemala Patzún Finca Santa Anita,86.8,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types",Yes,9,8.3,8.5,8.4,8.5,8.8,8.3,8.5,8.5,8,0,0,2.5,3.5,0.5,2,0,0,0,4,"Patzún, Chimaltenango",Patio Sun-Dried,City+ to Full City,https://www.sweetmarias.com/guatemala-patzun-finca-santa-anita-7665.html,1
Guatemala Proyecto Xinabajul Dos Villatoros,87.1,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,9,8.3,8.6,8.1,8.6,9.3,8.3,8.7,8.5,8.2,0,0,3,4,0,2,0,0,0,4.5,"Peña Blanca, La Libertad, Huehuetenango",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/guatemala-proyecto-xinabajul-dos-villatoros-7651.html,1
Guatemala Proyecto Xinabajul Wilfredo Perez,88.5,Wet Process (Washed),"Caturra Types, Bourbon Types",Yes,9,8.5,8.7,8.6,8.8,8.7,8.7,8.7,9,8.8,1,0,3.5,1.5,1,0,0,2,0,3.5,"Peña Blanca, La Libertad, Huehuetenango",Patio Sun-dried,City to Full City+,https://www.sweetmarias.com/guatemala-proyecto-xinabajul-wilfredo-perez-7646.html,1
Guatemala San Diego Buena Vista Bourbon,87.3,Wet Process (Washed),Bourbon Types,Yes,8.5,8.5,8.6,8.6,8.6,8.8,8.5,8.5,8.5,8.2,1,0,2,3,1,1.5,0,1,2,4,Acatenango,Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/guatemala-san-diego-buena-vista-bourbon-7663.html,1
Guatemala Xinabajul El Paraiso,87,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.7,8.5,8.7,8.9,8.4,8.5,8.5,8.3,1,0,3,2,0,1,0,0,0,4,"El Paraiso, La Libertad",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/guatemala-xinabajul-el-paraiso-7653.html,1
Guatemala Xinabajul Producers 2,87.5,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,9,8.5,8.6,8.4,8.6,8.8,8.4,8.5,8.5,8.2,1,0,3,2,0,1.5,0,1,0,4,Huehuetenango,Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/guatemala-xinabajul-producers-2-7643.html,1
Guatemala Xinabajul San Pedro Necta,87.7,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,9,8.5,8.7,8.5,8.5,9,8.5,8.5,8.5,8,1.5,0,3.5,2,0,0,0,0,0,4,"San Pedro Necta, Huehuetenango",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/guatemala-xinabajul-san-pedra-necta-7576.html,1
Honduras Dry Process Sabillon Parainema,88.2,Dry Process (Natural),Modern Hybrids,Yes,8,8.5,8.9,8,8.8,9.3,8,8.5,7.7,9.5,2,0,4,0,0,0,2.5,2,2,4,"Las Flores, Santa Barbara",Raised Bed Sun-Dried,City to Full City,https://www.sweetmarias.com/honduras-dry-process-sabillon-parainema-7800.html,1
Honduras Honey Process Carlos Umberto,86.6,Honey Process,Bourbon Types,Yes,9,8.3,8.5,8.2,8.4,8.7,8.3,8.5,8.5,8.2,0,0,3,3.5,0,2,0,0,0,3.5,"San Luis Planes, Santa Barbara",Raised Bed Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/honduras-honey-process-carlos-umberto-7803.html,1
Honduras La Paz Comunidad Cabañas,86.3,Wet Process (Washed),"Caturra Types, Bourbon Types, Modern Hybrids",Yes,8,8.3,8.5,8.3,8.4,8.8,8,8.3,8,8.7,2,0,3,0,2,0,3,0,2.5,4,"Los Planes, Cabañas, La Paz",Raised Bed Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/honduras-la-paz-comunidad-cabanas-7807.html,1
Nicaragua Buenos Aires Maracaturra,88.2,Wet Process (Washed),Modern Hybrids,Yes,9,8.6,8.7,8.6,8.7,8.5,8.6,8.5,8.8,8.7,0,0.5,3,1,1.5,0.5,0,1,3,3.5,"Dipilto, Nueva Segovia",Raised Bed Sun-Dried,City to City+,https://www.sweetmarias.com/nicaragua-buenos-aires-maracaturra-7683.html,1
Nicaragua El Buey Pink Bourbon,87.8,Wet Process (Washed),Bourbon Types,Yes,9,8.5,8.7,8.5,8.7,8.8,8.5,8.9,8.5,8.7,0,0,4,2,1,0,0,1.5,2,4,Jinotega,Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/nicaragua-el-buey-pink-bourbon-7716.html,1
Nicaragua Finca San Salvador,86.4,Wet Process (Washed),Caturra Types,Yes,9,8.2,8.5,8,8.3,9,8.2,8.2,8.5,7.5,0,0,2.5,1.5,0,2,0,0,0,4,"Dipilto, Nueva Segovia",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/nicaragua-finca-san-salvador-7679.html,1
Nicaragua Los Altiplanos Java,87.6,Wet Process (Washed),Heirloom Types,No,9,8.5,8.7,8.5,8.7,8.5,8.2,8.5,8.2,8.8,0,0,3,2,1,0,0,2.5,3.5,3.5,Jinotega,Patio Sun-Dried,City+ to Full City,https://www.sweetmarias.com/nicaragua-los-altiplanos-java-7715.html,1
Burundi Kayanza SWP Decaf,88.3,Wet Process (Washed),Bourbon Types,Yes,9,8.5,8.7,8.3,8.6,8.5,8.3,8.2,8.5,8.7,0,0,3,1,0,0,0.5,2,1,3.5,Kayanza Province,Raised Bed Sun Dried,City to Full City+,https://www.sweetmarias.com/burundi-kayanza-swp-decaf-7765.html,1
Ethiopia Organic Wolenso Dabessa SWP Decaf,88.7,"Dry Process (Natural), then Swiss Water Process Decaf",Heirloom Types,Yes,9,8.4,8.7,8.5,8.6,8.5,8.4,8.5,8.3,8.8,2,0.5,3.5,0,0,0,1,0,2,3.5,"Wolenso, Limu Kossa",Raised Bed Sun-Dried,City to Full City,https://www.sweetmarias.com/ethiopia-organic-wolenso-dabessa-swp-decaf-7853.html,1
Ethiopia Yebuna Terara SWP Decaf,88.7,"Dry Process (Natural), and Wet Process (Washed) then Swiss Water Process Decaf",Heirloom Types,Yes,9,8.5,8.7,8.5,8.7,8.2,8.4,8.4,8.5,8.8,2,0.5,3.5,0,1,0,1,1.5,0,3,"Limmu Kossa, Jimma",Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/ethiopia-yebuna-terara-swp-decaf-7768.html,1
Indonesia Nusantara SWP Decaf,86.8,"Wet Hulled (Giling Basah), then SWP Decaf",Modern Hybrids,No,1,7.8,8.3,7.5,8.2,8.7,8,8,8,8.8,0,0,2.5,2,0,0,2.5,1.5,0,3.5,"Aceh, Sumatra and Java Sunda",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/indonesia-nusantara-swp-decaf-7855.html,1
Peru San Francisco Yapaz SWP Decaf,86.9,"Wet Process, then SWP Decaf","Bourbon Types, Typica Types, Modern Hybrids",Yes,9,8.2,8.5,8.4,8.4,8.5,8,8.2,8.2,8.5,0,0,2,2.5,0,0,1,0,0,3.5,"San Francisco Yapaz, Chanchamayo",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/peru-san-francisco-yapaz-swp-decaf-7766.html,1
Rwanda Milles Collines SWP Decaf,87.5,"Wet Process, then SWP Decaf",Bourbon Types,Yes,1,8,8.3,8.2,8.3,8.5,7.8,8.3,8,8.6,0,0,2,3,0,0,1.5,2,0,3.5,"Nyamasheke, Western Province",Raised Bed Sun-Dried,City+ to Full City,https://www.sweetmarias.com/rwanda-milles-collines-swp-decaf-7854.html,1
Sweet Maria's Moka Java SWP Decaf Blend,87.7,"Dry Process and Wet Hulled, then Swiss Water Process Decaf","Heirloom Types, Modern Hybrids",Yes,1,7.7,8.3,8.2,8.4,8.5,7.8,8.3,7.8,8.7,1.5,0,2.5,2.5,0,0,2,1,0,3.5,"Ethiopia, Java, Sumatra",Patio and Raised Bed Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/sweet-marias-moka-java-swp-decaf-7550.html,1
Sweet Marias Cordillera Central SWP Decaf,87.8,Swiss Water Process,"Caturra Types, Bourbon Types, Modern Hybrids",Yes,9,8.4,8.5,8.5,8.5,8.5,8.2,8.4,8.3,8.5,0,0,3,2,0,1.5,0,1.5,1,3.5,Central America,,City to Full City+,https://www.sweetmarias.com/sweet-marias-cordillera-central-swp-decaf-7767.html,1
Flores Bajawa Albertus & Reti,87.2,Wet Process (Washed),Modern Hybrids,Yes,8.5,8.2,8.4,8.4,8.5,9,8.4,8.4,8.4,8.5,0,0,3.5,2,0,0,0,1.5,0,4,Bajawa,Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/flores-bajawa-albertus-reti-7916.html,1
Flores Wet Hulled Wawo Wae,86.5,Wet Hulled (Giling Basah),"Typica Types, Modern Hybrids",Yes,8,7.5,8,7,8.3,1,7.5,8.5,7,9.7,0,0,3.5,0,0,0,4,2,0,5,"Wawo Wae, Bajawa",Patio Sun-Dried,Full City to French,https://www.sweetmarias.com/flores-wet-hulled-wawo-wae-7909.html,1
India Monsoon Malabar,85,Monsoon,Modern Hybrids,No,1,7,7,6,7.5,1,6.5,6.5,6.5,1,0,0,1,1,0,3,5,1,0,5,India,Mechanical,Full City+ to French - not a coffee for light roasting!,https://www.sweetmarias.com/india-monsoon-malabar-7852.html,1
